Time Stamp,User,Compound,Positive,Neutral,Negative,Tweet,Tweet_Ago
3/26/2012,@Boeing,0.8313,0.302,0.698,0,RT @BoeingAirplanes: 2 Dreamliners in one day. We just delivered another 787 to JAL. Congrats to our great customer! #Boeing #JAL787,2927
3/25/2012,@Boeing,0.5267,0.159,0.841,0,RT @BoeingAirplanes: Congrats to JAL for taking delivery of their 1st 787. Flyaway set for Monday. #Boeing #JAL787 #AvGeek,2928
3/23/2012,@Boeing,0,0,1,0,RT @BoeingAirplanes: Photo: The 737 MAX hits the wind tunnel for some key tests. http://t.co/f8A4uuKK #Boeing #AvGeek #737MAX,2929
3/23/2012,@Boeing,0.8655,0.519,0.481,0,@99GR81 welcome! Great to have a fellow NY Rangers fan in the building.,2930
3/22/2012,@Boeing,-0.1531,0,0.909,0.091,"MT @boeingairplanes: Next 787 tour stops include Santiago, Baku, Moscow, Istanbul &amp; Madrid. http://t.co/wSHjBuyL #Boeing #DreamTour #Boeing",2931
3/22/2012,@Boeing,0.4404,0.172,0.828,0,MT @airlinereporter: Video: Why the @Boeing 747-8 is a Bigger and Better Machine http://t.co/oQBLIGsZ #Boeing #avgeek,2932
3/22/2012,@Boeing,0.4939,0.211,0.789,0,MT @boeingairplanes: Photo: A handshake among #Boeing @Airbus and  @embraeraeronaut seals a #biofuel agreement.  http://t.co/aQMKB07N,2933
3/22/2012,@Boeing,0.4019,0.124,0.876,0,"@benappleton Ben, there are a lot of #avgeek community people who could help you. Maybe crowdsource your effort there as a start.",2934
3/22/2012,@Boeing,0,0,1,0,@BenAppleton what is the topic?,2935
3/21/2012,@Boeing,0.34,0.098,0.902,0,RT @Lufthansa_USA: Getting excited for the new 747? Check out this short vid on the history of collaboration btwn Lufthansa and @Boeing: ...,2936
3/21/2012,@Boeing,0,0,1,0,#Boeing in the #UK: Boeing showcases education programs in Parliament: http://t.co/kRXSHkTK,2937
3/21/2012,@Boeing,0,0,1,0,"MT @boeingairplanes: Photo gallery. Inside &amp; out @SouthwestAir @BoeingAirplanes ""Warrior One"" 737-800 http://t.co/BNTrsnzH #Boeing",2938
3/21/2012,@Boeing,0.5267,0.207,0.793,0,RT @boeingairplanes: Photo: Congrats to @SouthwestAir for its 1st Next-Gen 737-800. http://t.co/ZxrfRmlR #Boeing #AvGeek,2939
3/21/2012,@Boeing,0,0,1,0,Check out this Av Week piece about our SUGAR &amp; a future propulsion idea: http://t.co/lmSBKSwI via @AddThis #Boeing #avgeek,2940
3/21/2012,@Boeing,0.3612,0.259,0.741,0,RT @engadget: Boeing's SUGAR Freeze is a cool way to power a plane http://t.co/flzQ8ynp,2941
3/21/2012,@Boeing,0.5267,0.175,0.825,0,MT @boeingdefense: PHOTO: MV-22 maneuvers on large-deck CVN aircraft carrier – 1st test of its kind. http://t.co/d3cvgXU4 #avgeek,2942
3/21/2012,@Boeing,0.5267,0.139,0.861,0,"RT @BoeingAirplanes: Congrats to JAL, scheduled to take delivery of its 1st 787 on March 25. Check out their interior http://t.co/pXLNZg ...",2943
3/20/2012,@Boeing,0.6103,0.166,0.834,0,MT @boeingairplanes: Congrats to @FlyingEmirates! It just took official delivery of the 1000th 777; flying it off to Dubai! #Boeing #AvGeek,2944
3/20/2012,@Boeing,-0.4215,0,0.833,0.167,We mourn the passing of former McDonnell Douglas CEO Sandy McDonnell http://t.co/kULl3nus #Boeing #StLouis @stltoday,2945
3/20/2012,@Boeing,0,0,1,0,RT @boeingcareers: Read about one employee's journey through a 20 year career at #Boeing. http://t.co/mmjKqyIy,2946
3/20/2012,@Boeing,0.34,0.13,0.87,0,MT @boeingdefense: A #SuperHornet cockpit demonstrator will be a highlight of the #Boeing display at #FIDAE in Chile: http://t.co/YHUzP44O,2947
3/20/2012,@Boeing,0.3612,0.122,0.878,0,RT @boeingairplanes: The 787 gets ready to visit @LAN_BR @LANAirlinesUSA at the FIDAE Air Show in Chile. http://t.co/2pI1AScZ #Boeing,2948
3/20/2012,@Boeing,0.4767,0.154,0.846,0,787 and C-17 -- two #Boeing Collier Trophy winners -- at sunset. http://t.co/BJuUQBYZ Download this wallpaper at http://t.co/qaUQKSqK...,2949
3/20/2012,@Boeing,0.8625,0.444,0.556,0,MT @boeingairplanes: Congrats to @AmericanAir Road Warrior winner @CurryClaire for giving mentioning 787.  http://t.co/8B6BKPU2  #Boeing,2950
3/20/2012,@Boeing,0,0,1,0,MT @boeingdefense: #Boeing subsidiary @Insitu_Inc announces #ScanEagle contract w/ #Netherlands MoD http://t.co/zLG3iYeD #unmanned,2951
3/19/2012,@Boeing,0.4767,0.147,0.853,0,RT @BoeingAirplanes: We're proud to team up with @Mariners @MLB for the season opening series in Japan. http://t.co/Sobjfn9n #Boeing,2952
3/19/2012,@Boeing,0.7845,0.315,0.685,0,RT @BoeingDefense: VIDEO: #Boeing and its #military #veteran employees celebrate the courage of #MedalofHonor recipients. http://t.co/4D ...,2953
3/19/2012,@Boeing,0,0,1,0,MT @boeingairplanes: Hear from the #engineer behind the wing that gives the 747-8 a new lift http://t.co/Jfh2gll8  #Boeing #innovation,2954
3/19/2012,@Boeing,-0.296,0,0.845,0.155,@BAT5695 You can follow us here. We no longer use the corporate account.,2955
3/15/2012,@Boeing,0.3869,0.149,0.851,0,RT @BoeingAirplanes: Link:Check out this cool interactive fly-around of @Lufthansa_USA's 747-8 Intercontinental #Boeing #AvGeek http://t ...,2956
3/15/2012,@Boeing,0.3802,0.139,0.861,0,RT @boeingairplanes: Photo: Hello #SaltLakeCity! The mountains greet the #DreamTour as it arrives in Utah. http://t.co/DtEU2UCg #Boeing,2957
3/15/2012,@Boeing,0.5859,0.202,0.798,0,We are honored to be named a 2012 @ENERGYSTAR Partner of the Year http://t.co/dWL6hMlC #Boeing #environment @EPAgov,2958
3/15/2012,@Boeing,0,0,1,0,MT @boeingairplanes:The #Dreamliner is on its way to #SaltLakeCity! Snap a photo and post with #DreamTour #Boeing #AvGeek,2959
3/15/2012,@Boeing,0,0,1,0,MT @king5seattle: Lamborghini builds #Boeing 787 Dreamliner-inspired car with composite materials. Slide show: http://t.co/VVdxskys #avgeek,2960
3/15/2012,@Boeing,0.3612,0.116,0.884,0,MT @boeingairplanes: @CNN rides on the 787-- find out why the plane has adults acting like kids http://t.co/nM0668QB #Boeing #AvGeek,2961
3/15/2012,@Boeing,0,0,1,0,RT @boeingdefense: #Boeing delivers 1st aircraft under @USNavy F/A-18E/F &amp; EA-18G MYP III contract: http://t.co/Vz2jjwPc #avgeek,2962
3/15/2012,@Boeing,0.6249,0.227,0.773,0,Photo: Great shot of the 787 and C-17 in Long Beach. http://t.co/54dAYCXc #Boeing #DreamTour #AvGeek,2963
3/14/2012,@Boeing,0.6249,0.163,0.837,0,RT @BoeingAirplanes: Photo: Great shot of the 787 and C-17 as the sun comes out in Long Beach.  http://t.co/MzsEJc7b  #Boeing #DreamTour ...,2964
3/14/2012,@Boeing,0.0258,0.139,0.727,0.133,@NeonBrand please follow us on this account. We no longer use the corporate one.,2965
3/14/2012,@Boeing,0.6114,0.2,0.8,0,RT @BoeingAirplanes: Picture Perfect Landing! Here's a photo recap of the #DreamTour's time in #SanDiego. http://t.co/7VDJEkCL #Boeing # ...,2966
3/14/2012,@Boeing,0,0,1,0,RT @AvWeekGuy: On Tour With The 787 http://t.co/9lASIRmn  #DreamTour  #Boeing,2967
3/13/2012,@Boeing,0,0,1,0,RT @BoeingAirplanes: Photo: More California Dreamin' for the 787. The Dreamliner touches down in #LongBeach http://t.co/Zh7TdbUH  #SOCAL ...,2968
3/13/2012,@Boeing,0,0,1,0,RT @BoeingAirplanes: Video: A look back at Boeing and the Collier Trophy - a legacy that started in 1924. http://t.co/SlNkiADg #Boeing # ...,2969
3/13/2012,@Boeing,0.8908,0.384,0.616,0,RT @BoeingAirplanes: The Collier Trophy is awarded annually for the greatest aeronautic achievement in America. Congrats 787 team! #Boei ...,2970
3/13/2012,@Boeing,0.8952,0.388,0.612,0,RT @BoeingAirplanes: We’re honored the 787 just won the Collier Trophy—one of the most prestigious awards in aerospace. #Boeing #AvGeek,2971
3/13/2012,@Boeing,0,0,1,0,MT @boeingdefense: #Boeing #PhantomEye 1st taxi test! http://t.co/MFZrqJR0 Check http://t.co/BAzRVJub for photos/video: http://t.co/XRCEPzLy,2972
3/13/2012,@Boeing,0,0,1,0,RT @BoeingAirplanes: Photos: One Dreamliner of a car. Something you have to see via @seattletimes   http://t.co/GN7sVAZu #Boeing #AvGeek,2973
3/12/2012,@Boeing,0.6588,0.253,0.747,0,RT @brokimbo: @Boeing saw the 787 this morning in San Diego. #wow great plane!,2974
3/12/2012,@Boeing,0.4019,0.119,0.881,0,#WTO: Airbus got $18 billion in subsidized funding vs US support for #Boeing of $3 billion to $4 billion http://t.co/1OwwFNOb #USTR,2975
3/12/2012,@Boeing,0,0,1,0,#US Trade Rep statement about #WTO aviation subsidies rulings http://t.co/1OwwFNOb #Boeing,2976
3/12/2012,@Boeing,0,0,1,0,MT @boeingairplanes: Blog: A unique perspective on the #Dreamliner from  @HoneywellNow http://t.co/BgkEFyFV #Boeing #Avgeek,2977
3/12/2012,@Boeing,0,0,1,0,@totesen @thedavisjames Here's the correct link to our #WTO statement http://t.co/0Klc3Yj2 #Boeing,2978
3/12/2012,@Boeing,0.6115,0.25,0.75,0,Updated link: #Boeing is fully committed to #WTO compliance. Airbus has not shown the same commitment. http://t.co/0Klc3Yj2,2979
3/12/2012,@Boeing,0,0,1,0,You can find our statement on today's #WTO subsidies ruling at http://t.co/0Klc3Yj2 #Boeing,2980
3/12/2012,@Boeing,0,0,1,0,#Boeing: #WTO rulings found Airbus received six times the unaddressed government subsidies as Boeing http://t.co/0Klc3Yj2,2981
3/12/2012,@Boeing,0,0,1,0,#Boeing statement on latest #WTO ruling regarding aviation subsidies http://t.co/0Klc3Yj2,2982
3/12/2012,@Boeing,0,0,1,0,MT @boeingairplanes: Photo:powering up for #Dreamliner takeoff. Next stop:San Diego. Send ur pics to #DreamTour. http://t.co/8q8DKNpp,2983
3/12/2012,@Boeing,0.4389,0.295,0.486,0.219,Great post from Rob of @SouthwestAir about Aviation Geek fest. Thanks for coming! http://t.co/vny8zdWf @futureofflight @airlinereporter,2984
3/12/2012,@Boeing,0.0258,0.139,0.727,0.133,@leonilomes124 please follow us on this account. We no longer use the corporate one.,2985
3/12/2012,@Boeing,0,0,1,0,#Boeing Store #Facebook page -- with timeline of nine decades of #innovation -- is live. http://t.co/bgZki9rC Check it out! #avgeek,2986
3/12/2012,@Boeing,0.8439,0.336,0.664,0,New #Boeing Store #Facebook page will feature a fan photo of the week. Be sure to send us your best! http://t.co/vjgdGK8W #avgeek,2987
3/11/2012,@Boeing,0.784,0.301,0.699,0,"RT @AlanMarlowe: Saw the #Dreamliner today at PHX, wish I could have taken a picture, it was beautiful! #avgeek #Boeing",2988
3/11/2012,@Boeing,0.4767,0.134,0.866,0,RT @BoeingAirplanes: Proud of the #Dreamliner he helped build. Employees from supplier @Honeywell tour the 787 in Phx. #DreamTour #avgee ...,2989
3/10/2012,@Boeing,0.8439,0.336,0.664,0,New #Boeing Store #Facebook page will feature a fan photo of the week. Be sure to send us your best! http://t.co/vjgdGK8W #avgeek,2990
3/10/2012,@Boeing,0,0,1,0,#Boeing Store #Facebook page  -- with a timeline of nine decades of #innovation -- is now live. http://t.co/bgZki9rC Check it out! #avgeek,2991
3/10/2012,@Boeing,0.2023,0.121,0.792,0.088,"RT @BoeingAirplanes: Mid-air message to 787 supplier @LabinalNA over Chihuahua, Mexico. We flew low - hope you saw the sign. #DreamTour  ...",2992
3/9/2012,@Boeing,0,0,1,0,RT @BoeingAirplanes: #Dreamliner now in Phoenix to see supplier @Honeywell and #Boeing employees. Hello AZ! #DreamTour @arizonarepublic  ...,2993
3/9/2012,@Boeing,0.6249,0.215,0.785,0,MT @boeingairplanes: #787 gets thumbs up from @AeroMexico_com employees. Great visit. Departure est. 2pm. #avgeek http://t.co/GH8had7W,2994
3/9/2012,@Boeing,0.7901,0.636,0.364,0,@lhrobb welcome! Happy to have you.,2995
3/9/2012,@Boeing,0.25,0.118,0.882,0,MT @boeingairplanes: #Boeing Frontiers Magazine debuts in @seattletimes with a 787 Dream Tour photo essay. http://t.co/1fz7iAiF #AvGeek,2996
3/9/2012,@Boeing,-0.2732,0,0.792,0.208,@flyguy40k next time you're in Chicago drop us a tweet.,2997
3/9/2012,@Boeing,0,0,1,0,@mattydunes @flyguy40K if you come through Chicago let me know. We'll give you a supply of those stickers.,2998
3/9/2012,@Boeing,0.6588,0.468,0.532,0,@mattydunes It looks great to us!,2999
3/8/2012,@Boeing,0.5859,0.192,0.808,0,RT @BoeingAirplanes: Photo: Another amazing milestone as the 4000th Next-Generation 737 fuselage arrives in Renton. http://t.co/Jxxr1VRc ...,3000
3/8/2012,@Boeing,0,0,1,0,MT @boeingairplanes: Photo: Check out this view of Mexico City from the 787 DreamTour Airplane. http://t.co/7vE1fmZn#Boeing #avgeek,3001
3/8/2012,@Boeing,0,0,1,0,@alfredk3 The folks from @boeingairplanes will let you know,3002
3/8/2012,@Boeing,0,0,1,0,RT @boeingairplanes: Photos: An inside look at the #DreamTour's visit to @AeroMexico_com & Mexico City http://t.co/1XcARkiR #Boeing #AvGeek,3003
3/8/2012,@Boeing,0.3818,0.157,0.843,0,RT @boeingdefense: #Boeing to showcase 50 years of #satellite innovation at @SATELLITEDC http://t.co/tXMCPfxH #SAT12 #space,3004
3/8/2012,@Boeing,0.296,0.688,0.312,0,@theanshu_man yep,3005
3/8/2012,@Boeing,0.9039,0.427,0.573,0,MT @boeingairplanes: Our 787 team has won the 2012 Aviation Week Laureate Award in aeronautics/propulsion! Congrats! #Boeing #avgeek,3006
3/8/2012,@Boeing,0.5423,0.212,0.788,0,MT @captstevefulton: @GEAviation congratulates Capt Carriker &787 Team @BoeingAirplanes on @aviationweek laureate award http://t.co/20QGrAqw,3007
3/8/2012,@Boeing,0.5994,0.259,0.741,0,RT @BoeingAirplanes: Photo:80 degrees/sunny in Mexico City.#Dreamliner gets warm welcome from customer @AeroMexico_com. #Boeing #avgeek  ...,3008
3/8/2012,@Boeing,0,0,1,0,RT @ContntMarketing: Boeing's Todd Blecher: How to Hire a Journalist for Content Marketing http://t.co/AAEqY8Ii via @newspin_co,3009
3/8/2012,@Boeing,0,0,1,0,RT @BoeingAirplanes: News Release: We've wrapped up flight testing on 787s with @GEaviation engines. http://t.co/D2XJ8k9e,3010
3/7/2012,@Boeing,0,0,1,0,"RT @BoeingDefense: Bloomberg: #Boeing KC-46 #Tanker Making ‘Excellent Progress,’ @USAirForce Says http://t.co/LJ163EL0 @BloombergNews",3011
3/7/2012,@Boeing,0.6892,0.238,0.762,0,RT @boeingairplanes: Just landed. Reaction to 787 in Mexico City: Padrisimo! Translation: Awesome! @AeroMexico_com #Boeing #DreamTour,3012
3/7/2012,@Boeing,0,0,1,0,RT @AeroMexico_com: El Boeing 787 Dreamliner acaba de aterrizar en la Ciudad de México. Nos complace ser los anfitriones de su visita a  ...,3013
3/7/2012,@Boeing,0.4404,0.209,0.791,0,Thanks @tcmarketeer for this review of our brand journalism effort http://t.co/pJmBx8UC @kapost,3014
3/7/2012,@Boeing,0,0,1,0,"MT @benbradley7: VIDEO: @Boeing 787 takes off from O'Hare today after its first, quick visit to Chicago: http://t.co/JuR9oHMr #Boeing",3015
3/7/2012,@Boeing,0,0,1,0,"RT @abc7chicago: Chopper 7 HD LIVE over Boeing's brand new aircraft, the 787 Dreamliner 10:00am CT Mar 6, 2012: For the first tim... htt ...",3016
3/7/2012,@Boeing,0,0,1,0,@derrickmuller We'll have to wait and see what we decide when we get there.,3017
3/7/2012,@Boeing,0,0,1,0,@yoskadejong have to wait and see,3018
3/7/2012,@Boeing,0,0,1,0,"MT @airlineguys: Why does #Boeing use ""7"" w/ it's aircraft? http://t.co/z4RevyyJ @BoeingAirplanes @Boeing #avgeek",3019
3/7/2012,@Boeing,0.5994,0.302,0.698,0,A recent @SouthwestAir lineup spotted at @BWI_Airport. Beautiful #avgeek scene. http://t.co/t258Tdeu,3020
3/7/2012,@Boeing,0,0,1,0,@benbradley7 This one's for you. Lake Michigan seen from the #Boeing 787 this morning. #Chicago http://t.co/ee7j831T #Dreamtour,3021
3/7/2012,@Boeing,-0.3595,0,0.858,0.142,"MT @boeingairplanes: Photo:787 over Lake Michigan. Hello, Chicago! Quick stop b4 Mexico City. #Boeing http://t.co/ee7j831T #avgeek",3022
3/7/2012,@Boeing,0,0,1,0,RT @BoeingAirplanes: Video: See why Boston's #Minutemen are waiting for their flight to #Tokyo! http://t.co/BP3vT4b3 #Boeing #AvGeek @Ja ...,3023
3/7/2012,@Boeing,-0.2263,0.074,0.8,0.126,#787 making quick stop at #Chicago ORD about 9 am. Pls send pics to #dreamtour #Boeing #avgeek,3024
3/7/2012,@Boeing,0.6486,0.235,0.686,0.079,RT @BoeingAirplanes: Loving the flight deck. Guest pilot from @United helps fly the #Dreamliner to Chicago for quick stop. #DreamTour ht ...,3025
3/7/2012,@Boeing,-0.296,0,0.909,0.091,RT @BoeingAirplanes: #Dreamliner: Quick stop in Chicago (eta 9am) then off to Mexico City. Snap a pic and send to #DreamTour. #Boeing #a ...,3026
3/6/2012,@Boeing,0,0,1,0,RT @BoeingAirplanes: Video: An all-access look at the celebration for the 1000th 777 @FlyingEmirates #Boeing #AvGeek http://t.co/GKscp6Ib,3027
3/6/2012,@Boeing,0.5994,0.178,0.822,0,MT @boeingairplanes: Pic: A blue sky for a beautiful airplane - the 1000th 777 flies for the 1st time http://t.co/WytiDyuD #Boeing #AvGeek,3028
3/6/2012,@Boeing,0.4404,0.132,0.868,0,MT @nickjb: Got a tour of @Boeing's new 787 at @BostonLogan Sunday. Hope to fly on one soon. Video: http://t.co/QIkJMBie #avgeek,3029
3/6/2012,@Boeing,0,0,1,0,RT @CTVToronto: Most-popular item on @CTVToronto today: 360 video from inside the Boeing 787 Dreamliner http://t.co/21kGlZUr,3030
3/6/2012,@Boeing,0,0,1,0,@TheAnshu_Man You could. DM me your mailing address. I'll see what we can find.,3031
3/6/2012,@Boeing,0,0,1,0,RT @boeingairplanes: Capt. John Cashman flew the 1st 777 flight in 1994. Today he’ll fly the first flight on our 1000th #Boeing #AvGeek,3032
3/6/2012,@Boeing,0,0,1,0,RT @boeingdefense: #Boeing delivers 1st P-8A Poseidon production aircraft to @USNavy: http://t.co/j9jot39w http://t.co/URTxhw4p,3033
3/6/2012,@Boeing,0,0,1,0,"MT @boeingairplanes: Video: #Boeing 777 chief pilots reflect on 1,000 777s http://t.co/toSOoP3q #avgeek #aviation",3034
3/6/2012,@Boeing,0,0,1,0,http://t.co/LlI8E8rm visits #Boeing 787 at Newark airport http://t.co/wty5coZM #DreamTour #avgeek @boeingairplanes,3035
3/6/2012,@Boeing,0.6581,0.166,0.834,0,"RT @Alcoa: Alcoa Congratulates @Boeing on 1000th 777, one of most successful programs in aviation history. Here's to many more years! @B ...",3036
3/6/2012,@Boeing,0.843,0.367,0.507,0.126,RT @Mrdcfan1996: @Boeing this is an AMAZING VIDEO IT ALMOST MADE ME CRY THIS IS AMAZING THANK YOU  @Boeing @JackieeXP  http://t.co/2FSBgVLl,3037
3/6/2012,@Boeing,0.4939,0.248,0.654,0.098,RT @BoeingAirplanes: Learn how we’re teaming up with COMAC to save energy & cut emissions.  http://t.co/1vlVryok  #Boeing #environment,3038
3/6/2012,@Boeing,0,0,1,0,"RT @flyingwithfish: Now On Flying With Fish - #Boston, The First American City To Get #787 Service, Sees It For The First Time - http:// ...",3039
3/6/2012,@Boeing,0,0,1,0,RT @CNETNews: Just bought a new #Boeing 747 or 787 Dreamliner? Here's where you'll pick it up http://t.co/jDWYK7IX,3040
3/5/2012,@Boeing,0,0,1,0,MT @boeingairplanes: The #787 gets cozy with an @United 737 in Newark. #Boeing #avgeek http://t.co/x4jFVITF,3041
3/5/2012,@Boeing,0,0,1,0,MT @boeingdefense: Unwrapping a Chinook: Before/after photos of #Boeing helo trainer delivered to #Netherlands http://t.co/41AV9LoV #avgeek,3042
3/5/2012,@Boeing,0,0,1,0,@mrbryanrussell I don't know. Let's ask @boeingairplanes. The stickers haven't made it my way either!,3043
3/5/2012,@Boeing,0,0,1,0,MT @dmscott: Video tour of @Boeing 787 Dreamliner & post w/ thoughts on airline passenger choice http://t.co/EOpVpRed #avgeek,3044
3/5/2012,@Boeing,0.7777,0.312,0.688,0,@mrdcfan1996 Thanks! The 777 team is fantastic. The new #Boeing 777 videos are http://t.co/njJTqW15 and http://t.co/BimKzrLZ #avgeek,3045
3/5/2012,@Boeing,0.4215,0.177,0.823,0,"March #Boeing Frontiers now available at http://t.co/It09QiKd. Stories incl. #787 #DreamTour, #biofuel progress #avgeek",3046
3/5/2012,@Boeing,0,0,1,0,RT @NYCAviation: 787 parked in front of a @united hangar at Newark. #dreamtour http://t.co/2DPzAESU,3047
3/5/2012,@Boeing,0.5994,0.224,0.776,0,RT @BoeingAirplanes: #Dreamliner soaking up the sun and a warm welcome in Newark. Send us your photos at #DreamTour. http://t.co/s7cwe28V,3048
3/5/2012,@Boeing,0.807,0.258,0.742,0,RT @BoeingAirplanes: The #DreamTour arrives in Jersey. Home of Bruce Springsteen and Super Bowl Champ NY Giants! Send your 787 photos to ...,3049
3/5/2012,@Boeing,0,0,1,0,RT @pictureboston: This morning’s #Boston departure of the Boeing 787 Dreamliner at #Logan airport. http://t.co/qBDu5kCx,3050
3/5/2012,@Boeing,0,0,1,0,RT @NYCAviation: Boeing Flight 787 has landed in Newark. #dreamtour  http://t.co/3IuMpSbA,3051
3/5/2012,@Boeing,-0.0516,0,0.941,0.059,MT @boeingairplanes: We're preparing to leave @BostonLogan. Next up: Newark about 11a EST. Tweet your pics to #DreamTour  #Boeing #avgeek,3052
3/4/2012,@Boeing,0.0258,0.044,0.956,0,"RT @globeandmail: Fly along for The Globe's first flight aboard Boeing's new Dreamliner 787, with windows that dim and an iPad in the ht ...",3053
3/4/2012,@Boeing,-0.4442,0,0.837,0.163,RT @BostonLogan: We cannot contain our excitement about the #787 Dreamliner being here today! #Boeing #DreamTour,3054
3/4/2012,@Boeing,0.4404,0.212,0.674,0.114,RT @dmscott: I'm at the @boeing 787 Dreamliner tour stop in Boston. Awesome plane. http://t.co/cIqRap9C,3055
3/4/2012,@Boeing,0.7559,0.335,0.58,0.085,RT @BoeingAirplanes: Photo: A very special welcome for the 787 Dreamliner. Minutemen play to start Boston #DreamTour stop http://t.co/LT ...,3056
3/4/2012,@Boeing,0.4926,0.158,0.842,0,RT @BoeingAirplanes: Good Morning Boston! View of downtown from inside 787 as we taxi @BostonLogan #DreamTour #Boeing http://t.co/prxvdpEZ,3057
3/4/2012,@Boeing,0.4588,0.25,0.75,0,MT @scottdeveau: A Boston welcome for #boeing #787 http://t.co/hehwsO1e #avgeek #dreamtour,3058
3/4/2012,@Boeing,0,0,1,0,RT @flyingwithfish: The @Boeing #787 puts its wheels down at @BostonLogan for the first time on Runway 22L -  http://t.co/SgMIAEhF #avge ...,3059
3/4/2012,@Boeing,0,0,1,0,RT @BoeingAirplanes: Photo: 787 #DreamTour rolls on. We are preparing to depart Toronto for @BostonLogan #Boeing #avgeek http://t.co/x1i ...,3060
3/2/2012,@Boeing,0.5267,0.207,0.793,0,"MT @boeingairplanes: Congrats to the 777 team for the 1,000th delivery. #avgeek @Flying_Emirates http://t.co/Bg2LpVlr",3061
3/2/2012,@Boeing,0,0,1,0,"@sammyeii A few thousand people, employees, guests, and media",3062
3/2/2012,@Boeing,0.5719,0.236,0.764,0,"MT @boeingairplanes: About to celebrate the 1,000th 777, destined for @Flying_Emirates #AvGeek http://t.co/w11sBj0C",3063
3/2/2012,@Boeing,0.7405,0.201,0.799,0,MT @forest412: Great event by @AirCanada @ACTopTier !! The @Boeing Dreamliner is simply mind blowing! Can't wait to ride on that! #avgeek,3064
3/2/2012,@Boeing,0.6597,0.265,0.735,0,MT @boeingairplanes: A look at the special livery for @Flying_Emirates 777. More when the the party starts. http://t.co/uJKZtHBK,3065
3/2/2012,@Boeing,0.2732,0.123,0.877,0,@claude_yen @boeingairplanes is tweeting #DreamTour photos as are many others. Check out #Boeing hashtag as well.,3066
3/2/2012,@Boeing,0,0,1,0,MT @globeandmail: Transportation reporter @brentcjang tours #Boeing 787. Check out his photos and tweets http://t.co/7F2mbmOs #avgeek,3067
3/2/2012,@Boeing,0.4215,0.177,0.823,0,"March #Boeing Frontiers now available at http://t.co/It09QiKd. Stories incl. #787 #DreamTour, #biofuel progress #avgeek",3068
3/1/2012,@Boeing,0,0,1,0,MT @boeingairplanes: Video: A smooth approach as #787 arrives in Toronto #DreamTour  @AirCanada http://t.co/XlNK26mh #Boeing #avgeek,3069
3/1/2012,@Boeing,0.8011,0.339,0.661,0,Great pic! RT @jetstreamphotog: Thank you @Boeing for bringing the 787 to Toronto! http://t.co/1hWeJsZ4 #avgeek @BoeingAirplanes,3070
3/1/2012,@Boeing,0,0,1,0,@dmvanderhoof We do. What topic are you working on and what's the project?,3071
3/1/2012,@Boeing,0.7783,0.375,0.625,0,MT @boeingairplanes: Thanks @AirCanada for the warm welcome for the 787 Dreamliner #DreamTour #Boeing http://t.co/aCMT03Kg #avgeek,3072
3/1/2012,@Boeing,0,0,1,0,MT @boeingairplanes: Track the 787's flight to #Toronto at http://t.co/ncyNbuvR #Boeing #DreamTour #AvGeek,3073
3/1/2012,@Boeing,0,0,1,0,MT @boeingairplanes: Pic: The 787 is off to #Toronto. Send ur photos to #DreamTour if you see it http://t.co/IZIbvtsP #Boeing #avgeek,3074
2/29/2012,@Boeing,0.4926,0.166,0.834,0,@socialmediaorg Thanks! Any big brands wanting to learn social from a community of like-minded folks should consider http://t.co/V0pTFNXy.,3075
2/28/2012,@Boeing,0,0,1,0,RT @boeingairplanes: Photo: Here’s the 787 that’s now officially a world record holder. http://t.co/AtmX49VI  #Boeing #AvGeek,3076
2/28/2012,@Boeing,0,0,1,0,MT @boeingairplanes: A closer look at the 747-8I just before takeoff. #Boeing #7478VIP http://t.co/gQKFLgIH #avgeek,3077
2/28/2012,@Boeing,0.7964,0.323,0.677,0,MT @boeingairplanes: We’re pleased to announce that #China Southern has agreed to buy 10 777s pending government approval. #Boeing #avgeek,3078
2/28/2012,@Boeing,0.7177,0.285,0.715,0,MT @boeingairplanes: Our 787 records are in hand! Thx to http://t.co/Gt8LzUJ7 & Jonathan Gaffney for presenting http://t.co/3PjyqJkP #avgeek,3079
2/28/2012,@Boeing,0.6588,0.196,0.804,0,RT @RAeSTimR: Great site 4 young people considering #engineering career (check out #Boeing pilot Capt Suzanna Darcy-Hennemann vid!) http ...,3080
2/28/2012,@Boeing,0.765,0.268,0.732,0,RT @BoeingAirplanes: Photos: Beautiful special livery for the 1000th 777 for Emirates & a rare sight in the 777 factory. http://t.co/mBU ...,3081
2/27/2012,@Boeing,0,0,1,0,RT @BoeingDefense: VIDEO: Tuskegee Airman Capt. Newman views #StLouis airport mural during #BlackHistoryMonth: http://t.co/2jo8KR38 @fly ...,3082
2/27/2012,@Boeing,-0.34,0,0.821,0.179,"MT @boeingdefense: #Boeing B-1 completes 10,000th combat mission: http://t.co/q1LIxfs6 http://t.co/RXFV4jjh http://t.co/0wOAoD9U #avgeek",3083
2/27/2012,@Boeing,0.3818,0.148,0.852,0,"RT @boeingdefense: Military Sealift Command, #Boeing Osprey make history during Bold Alligator 2012: http://t.co/wBMdQfSC @USNavy @USMC",3084
2/24/2012,@Boeing,0.5423,0.2,0.8,0,RT @BoeingDefense: #Boeing marks 1st anniversary of KC-46A #Tanker contract award: http://t.co/Dfc0yDtq http://t.co/rzOeKK1g @USAirForce ...,3085
